Financial_news_nresults,Google_news_nresults,Google_search_nresults,birth_date,domicile,famous,famous_comment,firstname,info,lastname,linkedin_followers,middlename,nationality,nytimes_nresults,profession,twitter_followers,twitter_verified,wealth,wikipedia_presence
1.0,2230.0,154000.0,1954-09-07,,,,Francisco,"Francisco Guterres, popularly known as Lú-Olo (born 7 September 1954), is an East Timorese politician who has been President of East Timor since 2017. He is also the President of Fretilin, and he was President of the National Parliament of East Timor from 2002 to 2007. As the Fretilin candidate, he stood in the 2007 presidential election and 2012 presidential election, but was defeated in the second round by independent candidates on both occasions. He also contested the 2017 presidential election, and with the support of former Prime Minister Xanana Gusmão and his party, National Congress for Timorese Reconstruction (CNRT), he was elected as President.",Guterres,,,,7,,184.0,False,,1.0
104.0,35900.0,1040000.0,1953-03-19,,,,Lenin,"Lenín Boltaire Moreno Garcés (Spanish pronunciation: [leˈnim bolˈtai̯ɾe moˈɾeno ɣaɾˈses]; born 19 March 1953) is an Ecuadorian politician who is the President of Ecuador, in office since 2017. He was Vice President from 2007 to 2013, serving under President Rafael Correa.
He was nominated as the candidate for Correa's center-left PAIS Alliance in the 2017 presidential election and won a narrow victory in Ecuador's second round of voting on 2 April 2017. Lenin has a child by the name of Jose Antonio Roman who studies at a school in Tumbaco.
Moreno was shot in 1998 in a robbery attempt and thereafter has used a wheelchair. For his advocacy for people with disabilities, he was nominated for the 2012 Nobel Peace Prize. When he assumed office on 24 May 2017, Moreno became the world’s only currently serving head of state to use a wheelchair.",Moreno,,,,10,,637015.0,True,,1.0
147.0,24400.0,593000.0,1954-11-19,,,,Abdel,"Abdel Fattah Saeed Hussein Khalil el-Sisi (Arabic: عبد الفتاح سعيد حسين خليل السيسى‎ ʿAbdel-Fattāḥ Saʿīd Ḥesēn Khalīl es-Sīsi Egyptian Arabic: [ʕæbdel.fætˈtæːħ sæˈʕiːd ħeˈseːn xæˈliːl ɪsˈsiːsi]: born 19 November 1954) is an Egyptian politician who is the sixth and current President of Egypt, in office since 2014.
Field Marshal Sisi was born in Cairo and after joining the military, held a post in Saudi Arabia before enrolling in the Egyptian Army's Command and Staff College. In 1992, Sisi trained at the Joint Services Command and Staff College at Watchfield, Oxfordshire, in the United Kingdom, and then in 2006 trained at the United States Army War College in Carlisle, Pennsylvania. Sisi served as a mechanized infantry commander and then as director of military intelligence. After the Egyptian revolution of 2011 and election of Mohamed Morsi to the Egyptian presidency, Sisi was appointed Minister of Defence by Morsi on 12 August 2012, replacing the Mubarak-era Hussein Tantawi.
As Minister of Defence, and ultimately Commander-in-Chief of the Egyptian Armed Forces, Sisi was involved in the military coup that removed Morsi from office on July 3, 2013, in response to June 2013 Egyptian protests, called a revolution by its proponents. He dissolved the Egyptian Constitution of 2012 and proposed, along with leading opposition and religious figures, a new political road map, which included the voting for a new constitution, and new parliamentary and presidential elections. Morsi was replaced by an interim president, Adly Mansour, who appointed a new cabinet. The interim government cracked down on the Muslim Brotherhood and its Islamist supporters in the months that followed, and later on certain liberal opponents of the post-Morsi administration. On 14 August 2013, police carried out the August 2013 Rabaa massacre, killing hundreds of civilians and wounding thousands, leading to international criticism.On 26 March 2014, in response to calls from supporters to run for presidency, Sisi retired from his military career, announcing that he would run as a candidate in the 2014 presidential election. The election, held between 26 and 28 May, featured one sole opponent, Hamdeen Sabahi, saw 47% participation by eligible voters, and resulted in Sisi winning in a landslide victory with more than 97% of the vote. Sisi was sworn into office as President of Egypt on 8 June 2014. Sisi's government has given the Egyptian military unchecked power, and some media reports have labeled him a dictator and a strongman, comparing him to Egypt's former dictators.In the 2018 presidential election, Sisi faced only nominal opposition (a pro-regime supporter, Moussa Mostafa Moussa) after the military arrest of Sami Anan and his enforced disappearance afterwards, threats made to Ahmed Shafik with old corruption charges and sex tape, and the withdrawal of Khaled Ali and Mohamed Anwar El-Sadat due to the overwhelming obstacles and violations made by the elections committee.",Fattah el-Sisi,,,,10,,2184526.0,True,,1.0
3.0,6290.0,791000.0,1944-06-18,,,,Salvador,"Salvador Sánchez Cerén (Spanish pronunciation: [salβaˈðoɾ ˈsantʃes seˈɾen]; born 18 June 1944) is the current President of El Salvador. He took office on 1 June 2014, after winning the 2014 presidential election as the candidate of the left-wing Farabundo Martí National Liberation Front (FMLN). He previously served as Vice President from 2009 to 2014. He was also a guerrilla leader in the Civil War and is the first ex-rebel to serve as president.

",Sanchez Ceren,,,,5,,109416.0,True,,1.0
85.0,11700.0,240000.0,1942-06-05,,,,Teodoro,"Teodoro Obiang Nguema Mbasogo (Spanish pronunciation: [te.o.ˈðo.ɾo o.ˈβjãŋɡ ˈŋ.ɡe.ma m.ˈba.so.go]; born 5 June 1942) is an Equatoguinean politician who has been President of Equatorial Guinea since 1979. He ousted his uncle, Francisco Macías Nguema, in an August 1979 military coup and has overseen Equatorial Guinea's emergence as an important oil producer, beginning in the 1990s. Obiang was Chairperson of the African Union from 31 January 2011 to 29 January 2012. He is the second longest-serving non-royal national leader in the world.Obiang has been widely accused of corruption and abuse of power. In marked contrast to the trend toward democracy in most of Africa, Equatorial Guinea is currently a dominant-party state, in which Obiang's Democratic Party of Equatorial Guinea (PDGE) holds virtually all governing power in the nation. The constitution provides Obiang sweeping powers, including the right to rule by decree, effectively making his government a legal dictatorship.",Obiang Nguema Mbasogo,,,,1,,,,,1.0
84.0,8890.0,377000.0,1946-02-02,,,,Isaias,"Isaias Afwerki (also spelled ""Afewerki"", Tigrinya: ኢሳያስ ኣፍወርቂ ኣብርሃ ሃይሉ ሓጎስ ምራጭ [isajas afwɐrkʼi Abraha Hailu Hagos Mirach]; born 2 February 1946) is the first President of Eritrea, a position he has held since its independence in 1993. He led the Eritrean People's Liberation Front (EPLF) to victory in May 1991, thus ending the 30-year-old Eritrean War of Independence. Isaias is the leader of the country's sole legal political party, People's Front for Democracy and Justice (PFDJ). He has been cited for human's rights violations by the United Nations and Amnesty International. In 2015, Reporters Without Borders ranked Eritrea under the government of President Isaias Afewerki last in its press-freedom index for the eighth year running.",Afwerki,,,,8,,19.0,False,,1.0
27.0,37000.0,1050000.0,1969-12-30,,,,Kersti,"Kersti Kaljulaid (Estonian pronunciation: [ˈkersti ˈkɑljulɑid̥]; born 30 December 1969) is an Estonian politician who is the fifth and current President of Estonia, in office since 10 October 2016. She is the first female head of state of Estonia since the country declared independence in 1918, as well as the youngest ever President, aged 46 at the time of her election.Kaljulaid is a former state official, serving as Estonia's representative in the European Court of Auditors from 2004 until 2016. After several unsuccessful rounds of Estonian presidential elections in 2016, Kaljulaid was brought in as a ""dark horse"", and on 30 September 2016 she was nominated by the majority of parliamentary parties as a joint candidate for President of Estonia, as the only official candidate for that round. Kaljulaid was voted President of Estonia on 3 October 2016, by 81 votes with 17 abstainers.",Kaljulaid,,,,1,,16781.0,True,,1.0
26.0,9210.0,426000.0,1968-04-19,,,,Mswati,"Mswati III (born as Prince Makhosetive on 19 April 1968) is the King (Swazi language: Ngwenyama or Ingwenyama) of Eswatini and head of the Swazi Royal Family. He was born in Manzini, Swaziland, to King Sobhuza II and one of his younger wives, Ntombi Tfwala. He was Tfwala’s only child. He attended primary school at Masundvwini Primary School and secondary school at Lozitha Palace School. From 1983 to 1986, he attended Sherborne School in north-west Dorset, England. He was crowned as Mswati III, Ingwenyama and King of Swaziland, on 25 April 1986 at the age of 18, thus becoming the youngest ruling monarch in the world at that time. Together with his mother, Ntombi Tfwala, now Queen Mother (Ndlovukati), he rules the country as an absolute monarch. Mswati III is known for his practice of polygamy (although at least two wives are appointed by the state) and currently has 15 wives. Although he is respected and fairly popular in Swaziland, his policies and lavish lifestyle have led to local protests and international criticism.

",III,,"II.


Mswati ",,2,,1146.0,False,,1.0
2.0,19300.0,525000.0,1950-02-21,,,,Sahle-Work,"Sahle-Work Zewde (Amharic: ሳህለወርቅ ዘውዴ; born 21 February 1950) is the 4th and current President of Ethiopia, the first woman to hold the office. A diplomat, she was elected president unanimously by members of the Federal Parliamentary Assembly on 25 October 2018.Sahle-Work was previously a career diplomat, serving as Special Representative of United Nations Secretary-General António Guterres to the African Union and Head of the United Nations Office to the African Union at the level of Under-Secretary-General of the United Nations.",Zewde,,,,2,,25183.0,False,,1.0
2.0,3620.0,64700.0,1947-12-26,,,,Jioji,"Jioji Konousi Konrote, OF, MC, also known as George Konrote (born December 26, 1947), is a Fijian politician and retired Major-General of the Fiji Military who has been President of Fiji since 2015. After commanding a peacekeeping mission in Lebanon, Konrote served as Fiji's High Commissioner to Australia from 2001 to 2006, as Minister of State for Immigration briefly in 2006, and as  Minister for Employment Opportunities, Productivity and Industrial Relations from 2014 to 2015. He is the first non-iTaukei president and the first Seventh-day Adventist to be elected by parliament, as previous presidents were selected by the Great Council of Chiefs.",Konrote,,Konousi ,,0,,1415.0,False,,1.0
58.0,67800.0,246000.0,1948-08-24,,,,Sauli,"Sauli Väinämö Niinistö (Finnish pronunciation: [ˈsɑuli ˈʋæinæmø ˈniːnistø], born 24 August 1948) is a Finnish politician and the 12th President of Finland, in office since 2012.
A lawyer by education, Niinistö was Chairman of the National Coalition Party from 1994 to 2001, Minister of Justice from 1995 to 1996, Minister of Finance from 1996 to 2003, Deputy Prime Minister from 1995 to 2001 and the National Coalition Party (NCP) candidate in the 2006 presidential election. He served as the Speaker of the Parliament of Finland from 2007 to 2011 and has been the Honorary President of the European People's Party since 2002.
Niinistö was the NCP candidate in the 2012 presidential election, beating Pekka Haavisto of the Green League with 62.6% of the vote in the decisive second round. Niinistö assumed office on 1 March 2012, and is the first conservative president since Juho Kusti Paasikivi, who left office in 1956. In May 2017, Niinistö announced that he would seek re-election in the 2018 presidential election, running as an independent candidate. NCP and the Christian Democrat Party supported his candidacy. He won re-election in the first round on 28 January 2018 with 62.7% of the vote and his second term began on 1 February 2018.",Niinisto,,,,9,,148464.0,True,,1.0
32300.0,37400000.0,71600000.0,1977-12-21,,,,Emmanuel,"Emmanuel Jean-Michel Frédéric Macron (French pronunciation: ​[ɛmanɥɛl makʁɔ̃]; born 21 December 1977) is a French politician serving as President of France since 2017. He previously was Minister of the Economy, Industry and Digital Affairs from 2014 to 2016.
Macron was born in Amiens and studied philosophy at Paris Nanterre University, completed a Master's of Public Affairs at Sciences Po and graduated from the École nationale d'administration (ENA) in 2004. He worked as a senior civil servant at the Inspectorate General of Finances and later became an investment banker at Rothschild & Cie Banque.
Macron was appointed Deputy Secretary General to the President by François Hollande in May 2012. He was appointed Minister of Economy, Industry and Digital Affairs in August 2014 under the Second Valls government, where he pushed through business-friendly reforms. He resigned in August 2016 to launch a bid in the 2017 presidential election. After being a member of the Socialist Party from 2006 to 2009, Macron ran in the election under the banner of a centrist political movement he founded in April that year, En marche.
He won the election on 7 May 2017 with 66.1% of the vote in the second round. At age 39, Macron became the youngest President of France in history and appointed Édouard Philippe to be Prime Minister. In the June 2017 legislative elections, Macron's party, renamed ""La République en marche"" (LREM), together with its ally the Democratic Movement (MoDem), secured a majority in the National Assembly.",Macron,,Jean-Michel Frédéric ,,10,,3410661.0,True,,1.0
8.0,45700.0,1500000.0,1959-02-09,,,,Ali,"Ali Bongo Ondimba (born Alain Bernard Bongo; 9 February 1959) is a Gabonese politician who has been President of Gabon since October 2009.
Bongo was the son of Omar Bongo, who was President of Gabon from 1967 until his death in 2009. During his father's presidency, he was Minister of Foreign Affairs from 1989 to 1991 and represented Bongoville as a Deputy in the National Assembly from 1991 to 1999; subsequently he was Minister of Defense from 1999 to 2009. Following his father's death after 41 years in power, he was first elected in the August 2009 presidential election. He was re-elected in  August 2016, in elections marred by numerous irregularities, arrests, human rights violations and post-election violence. Bongo is also President of the PDG.",Bongo Ondimba,,"Bongo.


Ali ",,1,,104692.0,True,,1.0
97.0,34100.0,905000.0,1965-02-16,,,,Adama,"Adama Barrow (born 16 February 1965) is a Gambian politician and real estate developer who is the third and current President of the Gambia, in office since 2017.
Born in Mankamang Kunda, a village near Basse Santa Su, he attended Crab Island Secondary School and the Muslim High School, the latter on a scholarship. He then worked for Alhagie Musa & Sons, a Gambian energy company, where he became a sales manager. Moving to London in the early 2000s, Barrow studied for qualifications in real estate and concurrently worked as a security guard. After returning to the Gambia in 2006, he founded Majum Real Estate, and was its CEO until 2016. He
became the treasurer of the United Democratic Party, an opposition party, and then became its leader in September 2016 after the previous leader was jailed. Barrow was then chosen as the UDP candidate in the 2016 presidential election. It was later announced that he would stand as an independent with the backing of the opposition group Coalition 2016 (a coalition supported by the UDP and six other parties).
Barrow won the 2016 presidential election with 43.34% of the vote, defeating long-time incumbent Yahya Jammeh. Jammeh initially accepted the result, but later reneged on this, and Barrow was forced to flee to neighbouring Senegal. He was inaugurated at the Gambian embassy in Senegal on 19 January 2017, and Jammeh was forced to leave the Gambia and go into exile on 21 January. Barrow returned to the Gambia on 26 January.",Barrow,,,,0,,13753.0,False,,1.0
10.0,18700.0,516000.0,1969-09-04,,,,Giorgi,"Giorgi Margvelashvili (Georgian: გიორგი მარგველაშვილი; born 4 September 1969) is a Georgian academic and politician who has been the fourth President of Georgia since 17 November 2013. 
A philosopher by education, he was twice the rector of the Georgian Institute of Public Affairs from 2000 to 2006 and again from 2010 to 2012. In October 2012, he became a member of the newly formed cabinet of Bidzina Ivanishvili as Minister of Education and Science of Georgia. In February 2013, he was additionally appointed as First Deputy Prime Minister. Margvelashvili was named by the Ivanishvili-led Georgian Dream coalition as its presidential candidate in May 2013 and he won the October 2013 presidential election with 62% of votes. Margvelashvili is not a member of any political party.",Margvelashvili,,"Margvelashvili.
Giorgi ",,0,,14931.0,False,,1.0
564.0,341000.0,3170000.0,1956-01-05,,,,Frank-Walter,"Frank-Walter Steinmeier (German: [ˈfʁaŋkˌvaltɐ ˈʃtaɪ̯nˌmaɪ̯.ɐ]; born 5 January 1956) is a German politician serving as President of Germany since 19 March 2017. He previously was Minister for Foreign Affairs from 2005 to 2009 and again from 2013 to 2017, and Vice-Chancellor of Germany from 2007 to 2009. He was chairman-in-office of the Organization for Security and Co-operation in Europe (OSCE) in 2016.
Steinmeier is a member of the Social Democratic Party of Germany (SPD), holds a doctorate in law and was formerly a career civil servant. He was a close aide of Gerhard Schröder when Schröder was Prime Minister of Lower Saxony during most of the 1990s, and served as Schröder's chief of staff from 1996. When Schröder became Chancellor of Germany in 1998, Steinmeier was appointed Under-Secretary of State in the German Chancellery with the responsibility for the intelligence services. From 1999 to 2005 he served as Chief of Staff of the Chancellery.
Following the 2005 federal election, Steinmeier became Foreign Minister in the first grand coalition government of Angela Merkel, and from 2007 he additionally held the office of vice chancellor. In 2008, he briefly served as acting chairman of his party. He was the SPD's candidate for chancellor in the 2009 federal election, but his party lost the election and he left the federal cabinet to become leader of the opposition. Following the 2013 federal election he again became Minister for Foreign Affairs in Merkel's second grand coalition. In November 2016 he was announced as the candidate of the governing coalition consisting of his own party and the CDU/CSU for President of Germany, and thus became the presumptive elect as the coalition held a large majority in the Federal Convention; he left the cabinet on 27 January 2017. He was elected as President by the Federal Convention on 12 February 2017, winning 74 percent of the vote.
Steinmeier belongs to the right wing of the SPD, known as reformists and moderates. As chief of staff he was a principal architect of Agenda 2010, the Schröder government's controversial reforms of the welfare state. His lenient policies towards countries such as Russia and China have earned him criticism both in Germany and internationally, and he has been criticized for prioritizing German business interests over human rights.

",Steinmeier,,"Steinmeier.
Frank-Walter ",,10,,1948.0,False,,1.0
82.0,57400.0,1720000.0,1944-03-29,,,,Nana,"Nana Addo Dankwa Akufo-Addo ( (listen) a-KUUF-oh ah-DOH; born William Addo Dankwa Akufo-Addo; 29 March 1944) is the President of Ghana, in office since January 2017. He previously served as Attorney General from 2001 to 2003 and as Minister for Foreign Affairs from 2003 to 2007.Akufo-Addo first ran for president in 2008 and again in 2012, both times as the candidate of the New Patriotic Party (NPP), but was defeated on both occasions by NDC candidates: John Atta Mills in 2008 and John Dramani Mahama in 2012. He was chosen as the NPP's candidate for a third time in the 2016 elections and defeated Mahama in the first round (winning 53.85% of the votes), which marked the first time in a Ghanaian presidential election that an opposition candidate won a majority outright in the first round.",Akufo-Addo,,Addo Dankwa ,,7,,828589.0,True,,1.0
54.0,11600.0,186000.0,1950-07-10,,,,Prokopis,"Prokopios Pavlopoulos, GColIH (Greek: Προκόπιος Παυλόπουλος, pronounced [proˈkopios pavˈlopulos], born 10 July 1950), commonly shortened to Prokopis (Προκόπης), is the President of Greece, in office since 2015. A lawyer, university professor and politician, he was Minister for the Interior from 2004 to 2009.
On 18 February 2015, Pavlopoulos was elected by the Hellenic Parliament as President of Greece, with 233 votes in favour.",Pavlopoulos,,,,3,,,,,1.0
9.0,13200.0,532000.0,1946-11-12,,,,Keith,"Keith Claudius Mitchell (born 12 November 1946) is a Grenadian politician who has been Prime Minister of Grenada since 2013; previously he served as Prime Minister from 1995 to 2008. He is the longest serving Prime Minister Grenada has ever had, holding the office for over 18 years. He is currently leader of the New National Party (NNP) and was Leader of the Opposition in Parliament from 2008 to 2013.",Mitchell,,Claudius ,,10,,3118.0,True,,1.0
130.0,79600.0,9130000.0,1969-03-18,,,,Jimmy,"Jimmy Morales (; born James Ernesto Morales Cabrera, 18 March 1969) is a Guatemalan politician, who won the 2015 Guatemalan presidential election with over 67 percent of the vote in the second round. He has served as President of Guatemala since January 2016.
In 2013, Morales joined the National Convergence Front (FCN/Nation), and became its Secretary-General. Prior to his entry into politics, he was a comic actor.",Morales,,,,10,,185486.0,True,,1.0
117.0,92600.0,737000.0,1938-03-04,,,,Alpha,"Alpha Condé (born 4 March 1938) is a Guinean politician who has been President of Guinea since December 2010. He spent decades in opposition to a succession of regimes in Guinea, unsuccessfully running against President Lansana Conté in the 1993 and 1998 presidential elections and leading the Rally of the Guinean People (RPG), an opposition party. Standing again in the 2010 presidential election, Condé was elected as President of Guinea in a second round of voting.  When he took office that December, he became the first freely elected president in the country's history. Condé was reelected in 2015 with almost 58 percent of the vote.Upon his election in 2010, Conde claimed he would strengthen Guinea as a democracy and fight corruption in his country, but he and his son have since been implicated in a number of corruption scandals mostly related to the mining industry, and suspected of election rigging.On 30 January 2017, Condé succeeded Chad's Idriss Deby as head of the African Union.  He was later succeeded by Rwandan President Paul Kagame on 28 January 2018.",Conde,,,,2,,34943.0,False,,1.0
3.0,6810.0,58000.0,1957-12-10,,,,Jose,"This name uses Portuguese naming customs. the first or maternal family name is Gomes and the second or paternal family name is Mário Vaz.José Gomes Mário Vaz (born 10 December 1957) is the President of Guinea-Bissau, in office since 23 June 2014.",Mario Vaz,,,,0,,131.0,False,,1.0
65.0,180.0,37800.0,1945-07-15,,,,David,"Brigadier David Arthur Granger (born 15 July 1945) is a Guyanese politician and retired military officer who has been President of Guyana since 2015. He served for a time as Commander of the Guyana Defence Force and subsequently as National Security Adviser from 1990 to 1992. He was Leader of the Opposition in the National Assembly of Guyana from 2012 to 2015.
Granger stood as the opposition coalition's presidential candidate in the November 2011 general election, but was defeated. He was elected as President in the May 2015 general election.",A. Granger,,,,9,,613.0,False,,1.0
60.0,55100.0,1050000.0,1968-06-26,,,,Jovenel,"Jovenel Moïse (born 26 June 1968) is a Haitian politician serving as the 42nd and current President of Haiti since February 2017. Previously, final official results had shown him as the winner of the November 2016 election.",Moise,,,,7,,171988.0,True,,1.0
118.0,122000.0,324000.0,1968-10-28,,,,Juan,"Juan Orlando Hernández Alvarado (Spanish pronunciation: [xwan oɾˈlando eɾˈnandes alβaˈɾaðo]), often written as JOH (born 28 October 1968), is a former businessman and the fifty-fifth and current president of Honduras, who assumed office on January 27, 2014, after winning the 2013 Honduran presidential election. He began his second presidential term on January 27, 2018.He is a member of the conservative National Party of Honduras. Hernández was the president of the National Congress of Honduras between January 2010 and June 2013, when he was given permission by the Congress to absent himself from all responsibilities in the Congress to dedicate himself to his presidential campaign. He had stated that he would seek re-election in 2017, despite the constitution only allowing a single term as president. On December 15, 2016, the Supreme Electoral Tribunal decided, by two votes to one, to allow Hernández to stand in the pre-candidacy internal vote by the National Party of Honduras on March 12, 2017, despite arguments that such a decision was illegal. On March 12, 2017, he won the National Party's primary vote to allow him to represent his party during the 2017 Honduran presidential election on November 26, 2017. Hernández was declared the winner by a narrow margin on December 16, after a reelection campaign widely criticized as fraudulent.",Orlando Hernandez,,,,10,,350765.0,True,,1.0
7.0,6120.0,121000.0,1959-05-09,,,,Janos,"János Áder (Hungarian: [ˈjaːnoʃ ˈaːdɛr]; born 9 May 1959) is a Hungarian politician and lawyer who has been the President of Hungary since 10 May 2012. Previously he served as Speaker of the National Assembly of Hungary from 1998 to 2002 and deputy chairman of the European Parliament Committee on the Environment, Public Health and Food Safety from January to May 2012.",Ader,,,,3,,1251.0,False,,1.0
1.0,3410.0,134000.0,,,,,Gudni,,Th. Johannesson,,,,0,,964.0,False,,
7.0,529000.0,3060000.0,1945-10-01,,,,Ram,"Ram Nath Kovind (born 1 October 1945) is an Indian politician currently serving as the 14th  President of India, in office since 25 July 2017. Previously he had served as the Governor of Bihar from 2015 to 2017 and was a Member of Parliament, Rajya Sabha from 1994 to 2006. Kovind was nominated as a presidential candidate by the ruling NDA coalition and won the 2017 presidential election.Before entering politics, he was a lawyer for 16 years and practiced in the Delhi High Court and the Supreme Court until 1993.",Nath Kovind,,,,6,,8806.0,False,,1.0
507.0,10500000.0,24400000.0,1961-06-21,,,,Joko,"Joko Widodo (born Mulyono; 21 June 1961), also known as Jokowi, is an Indonesian politician who is the seventh and current President of Indonesia. Elected in July 2014 as the first Indonesian president to not come from an elite political or military background, he was previously the Mayor of Surakarta from 2005 to 2012, and the Governor of Jakarta from 2012 to 2014.
He achieved national prominence in 2009 for his work as the Mayor of Surakarta. A member of the Indonesian Democratic Party of Struggle (PDI-P), he was its candidate for the 2012 Jakarta gubernatorial election, alongside Basuki Tjahaja Purnama (often known as Ahok) as his running mate. Defeating incumbent Fauzi Bowo, he took office in October 2012 and reinvigorated Jakarta politics, with publicized blusukan visits (unannounced spot checks) and improving the city's bureaucracy, reducing corruption in the process. He also introduced years-late programs to improve quality of life in the city, including universal health-care, dredging the city's main river to reduce flooding, and inaugurating construction of the city's subway system.Seen as a rising star in Indonesian politics, PDI-P nominated Jokowi for the 2014 presidential election. Winning a majority of the popular vote, he was named president-elect on 22 July 2014, to bitter protest from his opponent Prabowo Subianto, who disputed the outcome and withdrew from the race before the count was completed. As president, Jokowi has primarily focused on infrastructure, introducing or restarting long-delayed programs to build highways, high-speed rail, airports and other facilities to improve connectivity in the Indonesian archipelago. On foreign policy, his administration has placed an emphasis on ""protecting Indonesia’s sovereignty"", with the sinking of illegal foreign fishing vessels and the prescription of capital punishment for drug smugglers, despite intense pressure from foreign powers including Australia and France. After four years in office, Jokowi's approval ratings remain high, in the high-60s to low-70s. He will seek re-election in 2019.",Widodo,,"Widodo
 ",,10,,10577210.0,True,,1.0
1120.0,419000.0,4150000.0,1948-11-12,,,,Hassan,"Hassan Rouhani (Persian: حسن روحانی‎, Standard Persian pronunciation: [hæˈsæne rowhɒːˈniː] (listen); born Hassan Fereydoun (Persian: حسن فریدون‎) on 12 November 1948) is an Iranian politician serving as the current and seventh President of Iran since 3 August 2013. He was also a lawyer, academic, former diplomat and Islamic cleric. He has been a member of Iran's Assembly of Experts since 1999, member of the Expediency Council since 1991, and a member of the Supreme National Security Council since 1989.
Rouhani was deputy speaker of the fourth and fifth terms of the Parliament of Iran (Majlis) and Secretary of the Supreme National Security Council from 1989 to 2005. In the latter capacity, he was the country's top negotiator with the EU three, UK, France, and Germany, on nuclear technology in Iran, and has also served as a Shi'ite ijtihadi cleric, and economic trade negotiator. He has expressed official support for upholding the rights of ethnic and religious minorities. In 2013, he appointed former industries minister Eshaq Jahangiri as his first vice-president.On 7 May 2013, Rouhani registered for the presidential election that was held on 14 June 2013. He said that, if elected, he would prepare a ""civil rights charter"", restore the economy and improve rocky relations with Western nations. Rouhani is frequently described as a moderate. He was elected as President of Iran on 15 June, defeating Tehran mayor Mohammad Bagher Ghalibaf and four other candidates. He took office on 3 August 2013. In 2013, Time magazine named him in its list of the 100 Most Influential People in the World. In domestic policy, he encourages personal freedom and free access to information, has improved women's rights by appointing female foreign ministry spokespeople, and has been described as a centrist and reformist who has improved Iran's diplomatic relations with other countries through exchanging conciliatory letters. Rouhani won re-election in the 2017 election with 23,636,652 votes (57.1%). He became the third Iranian President, after Mohammad Khatami and Mahmoud Ahmadinejad, to win a presidential victory as an incumbent with an increased electoral mandate.",Rouhani,,Fereydoun ,,10,,807351.0,True,,1.0
39.0,25900.0,443000.0,1960-09-12,,,,Barham,"Barham Ahmed Salih (Kurdish: بەرھەم ئەحمەد ساڵح‎, translit. Berhem Ehmed Salih; Arabic: برهم أحمد صالح‎; born 12 September 1960) is an Iraqi Kurdish politician who serves as President of Iraq. He is the former prime minister of the Kurdistan Regional Government of Iraqi Kurdistan and a former deputy prime minister of the Iraqi federal government.

",Salih,,Ahmed ,,7,,604453.0,True,,1.0
51.0,129000.0,1700000.0,1941-04-18,,,,Michael,"Michael Daniel Higgins (Irish: Mícheál Dónal Ó hUigínn; born 18 April 1941) is an Irish politician who has served as the President of Ireland since November 2011.
Higgins is a politician, poet, sociologist, and broadcaster. He served as a Teachta Dála (TD) for the Galway West constituency and was Minister for Arts, Culture and the Gaeltacht from 1993 to 1997. He was the President of the Labour Party from 2003 until 2011, when he resigned following his election as President of Ireland.He has used his time in office to address issues concerning justice, social equality, social inclusion, anti-sectarianism, anti-racism and reconciliation. He made the first state visit by an Irish President to the United Kingdom in April 2014.
Higgins ran for a second term as President of Ireland in 2018 and was re-elected in a landslide victory. Higgins attained the largest personal mandate in the history of the Republic of Ireland, with 822,566 first preference votes. Higgins' second presidential inauguration took place on 11 November 2018.",D. Higgins,,,,10,,45049.0,True,,1.0
126.0,80700.0,985000.0,1939-09-09,,,,Reuven,"Reuven ""Ruvi"" Rivlin (Hebrew: רְאוּבֵן ""רוּבִי"" רִיבְלִין‬, [ʁeʔuˈven ʁivˈlin] (listen); born 9 September 1939) is an Israeli politician and lawyer serving as the 10th and current President of Israel since 2014. He is a member of the Likud party. Rivlin was Minister of Communications from 2001 to 2003, and subsequently served as Speaker of the Knesset from 2003 to 2006, and again from 2009 to 2013. On 10 June 2014, he was elected President of Israel.Rivlin argues for a Greater Israel that would embrace all people and give the Palestinians of the West Bank and Gaza full Israeli citizenship. He is also a strong supporter of minority rights, particularly for Arab Israelis. He supports the one-state solution to the Israeli–Palestinian conflict. Rivlin is fluent in Arabic.",Rivlin,,"""Ruvi"" ",,9,,101499.0,True,,1.0
303.0,267000.0,2840000.0,1941-07-23,,,,Sergio,"Sergio Mattarella  (Italian pronunciation: [ˈsɛrdʒo mattaˈrɛlla]; born 23 July 1941) is an Italian politician, lawyer and academic serving as the 12th and current President of Italy since 2015. He was previously Minister for Parliamentary Affairs from 1987 to 1989, Minister of Education from 1989 to 1990, Deputy Prime Minister of Italy from 1998 to 1999 and Minister of Defence from 1999 to 2001. In 2011, he became an elected judge on the Constitutional Court. On 31 January 2015, he was elected by the Italian Parliament to serve as President of the Italian Republic.
His brother Piersanti was a victim of mafia .",Mattarella,,,,10,,2759.0,False,,1.0
225.0,93900.0,5340000.0,1942-01-01,,,,Alassane,"Alassane Dramane Ouattara (French pronunciation: [alasan wataʁa] (listen); born 1 January 1942) is an Ivorian politician who has been President of Ivory Coast (Côte d'Ivoire) since 2010. An economist by profession, Ouattara worked for the International Monetary Fund (IMF) and the Central Bank of West African States (French: Banque Centrale des Etats de l'Afrique de l'Ouest, BCEAO), and he was the Prime Minister of Côte d'Ivoire from November 1990 to December 1993, appointed to that post by President Félix Houphouët-Boigny. Ouattara became the President of the Rally of the Republicans (RDR), an Ivorian political party, in 1999.",Ouattara,,Dramane ,,1,,384716.0,False,,1.0
